incident_num,shooting_date,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
222065538,2022-08-27 06:45:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222065670,2022-08-27 15:10:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
222065701,2022-08-28 17:41:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222065647,2022-08-27 13:52:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222067867,2022-09-04 02:59:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222067867,2022-09-04 02:59:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222067822,2022-09-04 01:31:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222065751,2022-08-27 08:15:00+00,B2,Non-Fatal,Male,Black or African American,,f
222067132,2022-09-01 16:00:00+00,B2,Non-Fatal,Female,Black or African American,Unknown,f
222066832,2022-08-31 17:06:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222066903,2022-08-31 20:21:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222066891,2022-08-31 19:58:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222067867,2022-09-04 14:59:00+00,C11,Non-Fatal,Male,Black or African American,,f
222070795,2022-09-14 13:56:00+00,B3,Non-Fatal,Male,,,f
222071566,2022-09-16 23:50:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
222071566,2022-09-16 23:50:00+00,C11,Non-Fatal,Male,Black or African American,,t
222073318,2022-09-22 23:59:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
222075243,2022-09-29 18:23:00+00,D4,Fatal,Male,Black or African American,Hispanic or Latinx,f
222076138,2022-10-03 01:49:00+00,D4,Non-Fatal,Female,Black or African American,Unknown,f
222076415,2022-10-04 00:40:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222076457,2022-10-04 09:35:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
222076415,2022-10-04 00:40:00+00,C11,Non-Fatal,,,,t
222077997,2022-10-09 23:03:27+00,E18,Non-Fatal,Male,Black or African American,,f
222078041,2022-10-10 06:30:09+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222078096,2022-10-10 12:18:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222078096,2022-10-10 12:18:13+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
222079992,2022-10-17 00:23:00+00,E18,Non-Fatal,Male,White,Unknown,f
222079944,2022-10-16 20:55:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
222079944,2022-10-16 20:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222079944,2022-10-16 20:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222080826,2022-10-19 19:08:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,f
222081761,2022-10-23 04:47:00+00,E18,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
222081486,2022-10-22 01:03:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222081494,2022-10-22 03:49:00+00,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
222081951,2022-10-23 22:29:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222082764,2022-10-26 19:18:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222083762,2022-10-30 05:50:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,t
222083762,2022-10-30 05:50:00+00,C11,Non-Fatal,Male,White,,t
222083762,2022-10-30 05:50:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,t
222083698,2022-10-29 22:28:00+00,B3,Non-Fatal,Male,,,f
222086084,2022-11-06 21:46:00+00,E18,Non-Fatal,Male,Black or African American,Unknown,t
222086084,2022-11-06 21:46:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,t
222086084,2022-11-06 21:46:00+00,E18,Non-Fatal,Male,Black or African American,Unknown,t
222086068,2022-11-06 21:10:00+00,B3,Fatal,Male,White,Hispanic or Latinx,t
222086068,2022-11-06 21:10:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222086087,2022-11-06 21:40:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222085581,2022-11-04 22:42:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222086858,2022-11-09 13:13:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222089342,2022-11-17 20:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222089861,2022-11-19 18:46:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222090006,2022-11-20 11:45:00+00,A15,Non-Fatal,Male,White,Hispanic or Latinx,f
222091500,2022-11-26 17:25:00+00,B3,Non-Fatal,Male,Black or African American,,f
222091783,2022-11-27 22:25:50+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222093239,2022-12-02 20:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222093950,2022-12-05 15:08:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
222093950,2022-12-05 15:08:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
222095762,2022-12-11 19:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222095607,2022-12-11 02:26:00+00,D14,Non-Fatal,Male,Black or African American,Unknown,f
222095594,2022-12-11 02:04:00+00,E13,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
222095490,2022-12-10 17:26:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222096629,2022-12-14 23:20:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
222096772,2022-12-15 13:26:00+00,E13,Non-Fatal,Female,,,f
222099235,2022-12-23 23:01:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232000070,2023-01-01 05:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232000070,2023-01-01 05:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232001294,2023-01-05 18:45:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
232002635,2023-01-11 01:38:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
232002635,2023-01-11 01:38:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
232003889,2023-01-15 17:13:00+00,C6,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
232003698,2023-01-14 19:36:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232005321,2023-01-20 21:19:00+00,C11,Non-Fatal,Male,Unknown,Unknown,f
232005170,2023-01-20 12:22:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
232006821,2023-01-26 17:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232007964,2023-01-26 17:41:00+00,C11,Non-Fatal,Male,White,Unknown,f
232007576,2023-01-29 11:32:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232007204,2023-01-28 02:06:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232007948,2023-01-30 17:00:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232009167,2023-02-03 23:54:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
232011907,2023-02-13 20:08:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232011907,2023-02-13 20:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232012721,2023-02-16 18:13:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
232013356,2023-02-18 21:43:00+00,B3,Fatal,Female,Black or African American,Unknown,f
232013379,2023-02-19 23:34:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232013379,2023-02-19 23:34:00+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
232013202,2023-02-18 10:52:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232014078,2023-02-21 19:36:33+00,C11,Fatal,Male,Black or African American,Hispanic or Latinx,t
232014078,2023-02-21 19:36:59+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
232017019,2023-03-04 15:31:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232016844,2023-03-03 21:49:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232017322,2023-03-05 23:39:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232017984,2023-03-08 10:38:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232021861,2023-03-21 08:42:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232022790,2023-03-24 21:31:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232027459,2023-04-09 20:22:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232027272,2023-04-08 22:18:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232028773,2023-04-14 02:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232028773,2023-04-14 02:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232028565,2023-04-13 14:39:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232029322,2023-04-15 21:15:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232031186,2023-04-22 21:37:00+00,E18,Fatal,Male,Black or African American,Hispanic or Latinx,t
232031186,2023-04-22 21:37:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232032268,2023-04-26 22:04:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232033673,2023-05-01 20:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232032343,2023-04-27 09:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232034509,2023-05-04 16:05:56+00,C11,Non-Fatal,Male,Black or African American,Unknown,t
232034509,2023-05-04 16:09:00+00,C11,Non-Fatal,Male,Black or African American,,t
232035550,2023-05-07 21:39:00+00,A1,Non-Fatal,Male,Black or African American,Unknown,t
232035541,2023-05-07 20:34:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232035541,2023-05-07 20:34:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232035584,2023-05-07 20:19:00+00,C11,Fatal,Male,White,Hispanic or Latinx,f
232036239,2023-05-10 00:18:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,t
232036239,2023-05-10 00:18:00+00,B2,Non-Fatal,Female,Black or African American,,t
232035550,2023-05-07 21:39:23+00,A1,Non-Fatal,Female,Black or African American,,t
232037206,2023-05-13 03:32:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
232037392,2023-05-13 21:35:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
232040051,2023-05-22 16:58:00+00,C11,Fatal,Male,Black or African American,Unknown,f
232041706,2023-05-28 04:19:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,f
232045448,2023-06-09 21:18:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
232046538,2023-06-13 20:31:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,f
232046888,2023-06-14 22:40:00+00,C11,Non-Fatal,Male,Black or African American,Unknown,f
232048084,2023-06-19 05:17:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232047757,2023-06-17 19:04:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232049493,2023-06-23 21:11:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232050633,2023-06-27 20:25:00+00,C11,Non-Fatal,Male,Asian,Unknown,f
232051272,2023-06-29 20:58:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232051641,2023-07-01 00:12:00+00,B2,Fatal,Male,White,Hispanic or Latinx,t
232051641,2023-07-01 12:12:42+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
232052648,2023-07-04 22:18:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232052748,2023-07-04 22:30:00+00,C11,Non-Fatal,Female,Unknown,Unknown,f
232052689,2023-07-05 02:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232052689,2023-07-05 02:01:00+00,B3,Non-Fatal,Male,White,Unknown,t
232052689,2023-07-05 02:01:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
232052689,2023-07-05 02:01:00+00,B3,Non-Fatal,Female,White,Hispanic or Latinx,t
232052689,2023-07-05 02:01:00+00,B3,Non-Fatal,Male,Unknown,Not Hispanic or Latinx,t
232053295,2023-07-06 23:49:00+00,B2,Fatal,Male,Black or African American,Unknown,f
232055224,2023-07-13 14:05:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232055363,2023-07-13 21:25:00+00,D4,Non-Fatal,Male,Black or African American,Unknown,f
232056044,2023-07-16 05:41:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
232056565,2023-07-18 01:39:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232057528,2023-07-20 22:25:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232057849,2023-07-21 23:07:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232058399,2023-07-23 22:12:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
232058399,2023-07-23 22:12:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,t
232058700,2023-07-25 12:38:26+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232060395,2023-07-30 19:47:00+00,B2,Fatal,Male,Black or African American,Unknown,f
232060443,2023-07-30 23:09:00+00,B2,Fatal,Male,White,Hispanic or Latinx,f
232060444,2023-07-30 23:33:00+00,C11,Non-Fatal,Male,Unknown,Hispanic or Latinx,f
232060759,2023-07-31 21:28:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232060759,2023-07-31 21:28:00+00,E13,Non-Fatal,Unknown,Unknown,Unknown,t
232061048,2023-08-01 21:02:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
232061801,2023-08-04 12:31:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
232064317,2023-08-12 20:51:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232064025,2023-08-11 21:59:00+00,E13,Non-Fatal,Male,Black or African American,Unknown,t
232064025,2023-08-11 21:59:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232064327,2023-08-12 21:23:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232064656,2023-08-13 20:53:00+00,D4,Non-Fatal,Male,Black or African American,Unknown,f
232064673,2023-08-13 21:52:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232065054,2023-08-15 01:05:00+00,B2,Non-Fatal,Female,Black or African American,Unknown,f
232066798,2023-08-20 23:58:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232066569,2023-08-20 04:20:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232066569,2023-08-20 04:20:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232067376,2023-08-22 21:14:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Female,White,Unknown,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232068631,2023-08-26 20:49:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232068420,2023-08-26 07:43:00+00,B3,Non-Fatal,Female,Black or African American,Unknown,t
232069171,2023-08-28 16:41:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232069592,2023-08-29 21:49:00+00,E13,Non-Fatal,Male,Black or African American,Unknown,f
232070136,2023-08-31 16:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232070897,2023-09-02 23:41:00+00,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f
232071178,2023-09-04 00:45:51+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
232071178,2023-09-04 00:45:21+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
232072799,2023-09-09 05:25:31+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
232072799,2023-09-09 05:25:20+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
232075311,2023-09-17 20:36:49+00,B3,Non-Fatal,Unknown,Unknown,Unknown,t
232075311,2023-09-17 20:36:55+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232075311,2023-09-17 20:36:16+00,B3,Non-Fatal,Male,Black or African American,Unknown,t
232075311,2023-09-17 20:36:19+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
232075311,2023-09-17 20:36:24+00,B3,Non-Fatal,Male,Unknown,Unknown,t
232075885,2023-09-19 21:00:25+00,B2,Non-Fatal,Male,Black or African American,Unknown,f
232078875,2023-09-29 22:08:52+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
232079672,2023-10-02 17:43:05+00,E18,Non-Fatal,Male,Black or African American,Unknown,f
232082860,2023-10-13 14:06:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232083024,2023-10-14 00:27:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232085869,2023-10-23 09:30:18+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
232089731,2023-11-05 01:16:24+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232094019,2023-11-18 23:17:31+00,E18,Non-Fatal,Male,Unknown,Unknown,f
232093654,2023-11-17 20:35:40+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
232093641,2023-11-17 19:20:46+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232095381,2023-11-23 21:21:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232095738,2023-11-25 02:37:27+00,D14,Fatal,Male,Unknown,Unknown,t
232095738,2023-11-25 02:37:31+00,D14,Non-Fatal,Male,White,Hispanic or Latinx,t
232095703,2023-11-24 22:11:13+00,E18,Non-Fatal,Female,White,Hispanic or Latinx,f
232093013,2023-11-15 18:19:41+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232098468,2023-12-04 03:51:08+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232100534,2023-12-10 20:11:46+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232102306,2023-12-16 16:29:47+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232104785,2023-12-24 21:53:09+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
232069229,2023-12-27 14:59:29+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232106016,2023-12-31 20:22:33+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
232106072,2023-12-30 00:52:41+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
242000255,2024-01-01 20:51:00+00,B2,Non-Fatal,Female,Black or African American,Unknown,f
242000085,2024-01-01 05:29:11+00,C11,Fatal,Unknown,Unknown,Unknown,f
242003899,2024-01-15 00:49:55+00,C6,Non-Fatal,Female,Unknown,Unknown,f
242006014,2024-01-22 23:23:45+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
242007049,2024-01-26 16:43:34+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
242007112,2024-01-26 22:09:04+00,D4,Non-Fatal,Male,Black or African American,Unknown,f
242014408,2024-02-21 19:39:58+00,B3,Non-Fatal,Female,Unknown,Unknown,f
242018404,2024-03-06 10:29:04+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
242015780,2024-02-26 12:21:38+00,A1,Fatal,Female,Unknown,Unknown,f
242021248,2024-03-15 21:12:48+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
